name,company,company_size,field,workarea,salary,background,education
设计类运营编辑,北京站酷网络科技有限公司,50-150人,"社交,文娱丨内容",北京,7k-10k,不限,本科
中高级前端开发工程师,北京站酷网络科技有限公司,50-150人,"社交,文娱丨内容",北京,15k-25k,3-5年,本科
销售支持-偏销售（老客户方向）,北京站酷网络科技有限公司,50-150人,"社交,文娱丨内容",北京,8k-15k,1-3年,大专
资深美术指导,北京站酷网络科技有限公司,50-150人,"社交,文娱丨内容",北京,15k-18k,3-5年,本科
市场运营实习生-在线教育项目,北京站酷网络科技有限公司,50-150人,"社交,文娱丨内容",北京,2k-4k,1-3年,本科
行政前台,北京站酷网络科技有限公司,50-150人,"社交,文娱丨内容",北京,4k-6k,1-3年,大专
商务主管,北京站酷网络科技有限公司,50-150人,"社交,文娱丨内容",北京,8k-12k,1-3年,本科
品控质检主管,北京站酷网络科技有限公司,50-150人,"社交,文娱丨内容",北京,6k-10k,1-3年,本科
市场推广,北京站酷网络科技有限公司,50-150人,"社交,文娱丨内容",北京,10k-15k,1-3年,本科
数值策划,上海好悦网络科技有限公司,50-150人,"移动互联网,游戏",广州,12k-22k,1-3年,本科
数据仓库工程师,爱客科技（深圳）有限公司,150-500人,电商,深圳,23k-35k,5-10年,本科
Go 后台工程师,爱客科技（深圳）有限公司,150-500人,电商,深圳,15k-25k,3-5年,本科
Python 工程师,爱客科技（深圳）有限公司,150-500人,电商,深圳,12k-23k,1-3年,本科
高级产品经理 - 电商工具,爱客科技（深圳）有限公司,150-500人,电商,深圳,25k-35k,5-10年,本科
Android 开发工程师,爱客科技（深圳）有限公司,150-500人,电商,深圳,15k-25k,3-5年,本科
大数据开发工程师,爱客科技（深圳）有限公司,150-500人,电商,深圳,25k-40k,5-10年,本科
SRE,爱客科技（深圳）有限公司,150-500人,电商,深圳,30k-50k,5-10年,不限
产品经理,爱客科技（深圳）有限公司,150-500人,电商,深圳,15k-25k,3-5年,本科
高级 Node.js 后台工程师,爱客科技（深圳）有限公司,150-500人,电商,深圳,25k-35k,5-10年,本科
数据产品经理,爱客科技（深圳）有限公司,150-500人,电商,深圳,15k-25k,5-10年,本科
高级 Go 后台工程师,爱客科技（深圳）有限公司,150-500人,电商,深圳,25k-40k,5-10年,本科
高级产品经理,爱客科技（深圳）有限公司,150-500人,电商,深圳,25k-50k,5-10年,本科
高级视觉设计师,爱客科技（深圳）有限公司,150-500人,电商,深圳,20k-35k,5-10年,本科
高级数据产品经理,爱客科技（深圳）有限公司,150-500人,电商,深圳,30k-50k,5-10年,本科
UX 文案设计师,爱客科技（深圳）有限公司,150-500人,电商,深圳,15k-25k,3-5年,本科
执行文案策划,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,3k-5k,不限,本科
执行数值策划,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,5k-7k,不限,大专
C++服务端,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,10k-18k,1-3年,大专
运营主管,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,8k-12k,3-5年,大专
游戏测试（中高级）,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,10k-15k,3-5年,大专
文案策划,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,8k-10k,1-3年,不限
系统策划,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,6k-10k,1-3年,本科
U3D开发工程师（中高级）,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,10k-20k,1-3年,大专
游戏测试,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,6k-12k,1-3年,大专
游戏UI设计,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,10k-18k,1-3年,不限
手游U3D客户端,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,6k-12k,不限,大专
U3D地编,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,13k-25k,3-5年,不限
系统策划,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,8k-15k,3-5年,大专
H5客户端主程,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,20k-30k,3-5年,不限
系统策划,海南祺曜互动娱乐有限公司,150-500人,游戏,广州,6k-11k,1-3年,不限
大数据平台前端实习生,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,3k-6k,不限,本科
算法实习生-国际化,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,4k-6k,不限,本科
高级iOS开发工程师 — 国际化,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,15k-30k,1-3年,本科
java高级开发工程师,深圳市融商科技有限公司,50-150人,其他,深圳,10k-20k,3-5年,大专
多媒体（高级）开发工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,25k-45k,3-5年,本科
推荐算法高级工程师-短视频方向,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,25k-40k,1-3年,本科
AR算法技术专家,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,25k-50k,1-3年,本科
资深3D引擎研发工程师-AI产品方向,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,25k-50k,不限,硕士
广告投放技术专家-核心广告系统,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,25k-50k,1-3年,本科
前端开发高级工程师-国际化,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,20k-40k,3-5年,本科
（高级）算法工程师-直播短视频业务,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,25k-45k,3-5年,本科
广告模型后台开发高级工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,22k-44k,1-3年,本科
推荐系统架构高级工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,22k-44k,1-3年,本科
推荐系统高级工程师-视频,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,22k-44k,1-3年,本科
推荐系统高级工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,22k-44k,1-3年,本科
Android开发leader,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,40k-60k,不限,本科
后台研发leader,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,30k-50k,不限,本科
数据研发工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,20k-40k,1-3年,本科
资深商业产品运营经理-联盟广告,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,15k-30k,3-5年,本科
头条实验室算法工程师-语音技术,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,20k-40k,1-3年,本科
推荐算法工程师-UGC,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,20k-40k,1-3年,本科
大数据挖掘技术专家-核心广告系统,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,38k-65k,3-5年,本科
投放策略研发工程师-核心广告系统,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,25k-50k,1-3年,本科
前端研发工程师 — 广告系统,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,20k-40k,3-5年,本科
业务测试高级工程师-核心广告系统,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,20k-40k,1-3年,本科
h5前端开发工程师,摩比神奇（北京）信息技术有限公司,150-500人,移动互联网,北京,20k-35k,3-5年,本科
海外广告优化师,摩比神奇（北京）信息技术有限公司,150-500人,移动互联网,北京,6k-8k,1年以下,本科
Golang开发工程师,摩比神奇（北京）信息技术有限公司,150-500人,移动互联网,北京,20k-40k,3-5年,本科
海外广告优化实习生,摩比神奇（北京）信息技术有限公司,150-500人,移动互联网,北京,2k-3k,应届毕业生,本科
测试工程师,摩比神奇（北京）信息技术有限公司,150-500人,移动互联网,北京,18k-25k,3-5年,本科
售前咨询工程师,浙江邦盛科技有限公司,500-2000人,信息安全,杭州,20k-30k,5-10年,本科
案防业务专家,浙江邦盛科技有限公司,500-2000人,信息安全,上海,20k-35k,5-10年,本科
大客户销售经理（金融机构方向）,浙江邦盛科技有限公司,500-2000人,信息安全,上海,12k-24k,3-5年,本科
Java研发工程师,浙江邦盛科技有限公司,500-2000人,信息安全,北京,15k-30k,3-5年,本科
反欺诈业务专家,浙江邦盛科技有限公司,500-2000人,信息安全,杭州,20k-35k,5-10年,本科
初级java开发工程师,浙江邦盛科技有限公司,500-2000人,信息安全,合肥,5k-10k,1-3年,本科
java开发工程师,浙江邦盛科技有限公司,500-2000人,信息安全,合肥,10k-20k,3-5年,本科
大客户销售经理（银行方向）,浙江邦盛科技有限公司,500-2000人,信息安全,成都,12k-24k,3-5年,本科
数据挖掘工程师,浙江邦盛科技有限公司,500-2000人,信息安全,北京,15k-25k,1-3年,本科
前端开发工程师,浙江邦盛科技有限公司,500-2000人,信息安全,北京,15k-25k,1-3年,本科
数据开发工程师,浙江邦盛科技有限公司,500-2000人,信息安全,合肥,10k-20k,3-5年,本科
头条实验室科学家-机器学习,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,25k-50k,1-3年,本科
初级数据开发工程师,浙江邦盛科技有限公司,500-2000人,信息安全,合肥,5k-10k,1-3年,本科
头条实验室算法工程师-机器学习,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,25k-50k,1-3年,本科
头条实验室算法工程师-计算机视觉,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,25k-50k,1-3年,本科
XLS-产品运营经理,深圳前海微众银行股份有限公司,2000人以上,金融,深圳,20k-30k,5-10年,本科
java全栈工程师,北京开科唯识技术有限公司,500-2000人,金融,成都,7k-12k,1-3年,本科
KQJ-系统测试工程师(质量管理),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,3-5年,本科
XLW-金融产品管理高级经理(创新产品),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,25k-35k,3-5年,本科
java开发工程师,北京开科唯识技术有限公司,500-2000人,金融,郑州,7k-10k,1-3年,本科
java开发工程师,北京开科唯识技术有限公司,500-2000人,金融,北京,9k-15k,1-3年,本科
XLW-金融产品管理高级经理(中收-保险),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,25k-35k,3-5年,本科
高级Android开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,30k-50k,3-5年,本科
资深前端开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,40k-60k,5-10年,本科
高级PHP开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,25k-35k,3-5年,本科
推荐算法工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,50k-80k,5-10年,本科
Golang开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,30k-50k,3-5年,本科
高级iOS开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,40k-60k,3-5年,本科
招聘专家-产研方向【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,20k-30k,5-10年,本科
高级测试工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,20k-40k,3-5年,本科
KJC-业务运维工程师,深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-30k,3-5年,本科
ZAJ-数据分析经理,深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,3-5年,本科
ZSH-产品运营经理(营销活动策划实施),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,5-10年,本科
YZL-金融产品管理经理(农业金融),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,5-10年,本科
YFX-风险政策经理(生活金融),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,20k-30k,3-5年,本科
YYG-运营管理经理(账户管理),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,1-3年,本科
KKG-IT项目管理经理(科技管理),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,3-5年,本科
XLF-风险系统规划经理(风险系统规划),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,20k-30k,3-5年,本科
ZAJ-金融产品管理资深经理(房产抵押运营),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,35k-50k,3-5年,本科
ZZY-金融产品管理高级经理(存款、代销理财类产品),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,25k-35k,3-5年,本科
KDJ-技术产品设计高级工程师(贷款系统设计),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,5-10年,本科
KQJ-技术产品设计工程师(营销系统),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,5-10年,本科
KCK-用户体验设计设计师(金融财务产品),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,3-5年,本科
XLF-数据仓库经理(平台架构),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,20k-30k,3-5年,本科
KJC-业务运维工程师(大数据平台运维),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-20k,3-5年,本科
高级游戏前端工程师(J200810045),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,20k-40k,3-5年,本科
高级LINUX C/C++开发工程师,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",深圳,25k-40k,3-5年,本科
Windows c/c++开发工程师,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",深圳,15k-30k,不限,本科
大数据开发工程师,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",深圳,20k-40k,3-5年,本科
Windows逆向工程师,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",北京,15k-30k,不限,大专
python开发工程师,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",深圳,15k-30k,不限,本科
源码安全审计工程师（深圳）,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",北京,15k-30k,不限,大专
安全事件分析工程师（深圳）,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",北京,15k-30k,不限,大专
JAVA开发工程师（AI平台）,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",深圳,18k-36k,3-5年,本科
产品经理,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",深圳,18k-35k,不限,本科
Windows逆向工程师,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",深圳,17k-34k,不限,大专
源码安全审计工程师,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",深圳,15k-30k,不限,大专
WEB渗透测试工程师,深信服科技股份有限公司,2000人以上,"信息安全,企业服务",深圳,17k-34k,不限,大专
KXX-信息安全专员(安全运维),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,12k-20k,3-5年,本科
ZZY-运营支持经理,深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,3-5年,本科
前端开发工程师,深圳市睿服科技有限公司,2000人以上,金融,深圳,14k-20k,3-5年,本科
高级Java开发工程师,天弘基金管理有限公司,500-2000人,金融,北京,25k-35k,5-10年,本科
web前端工程师,天弘基金管理有限公司,500-2000人,金融,北京,20k-28k,3-5年,本科
高级java工程师,天弘基金管理有限公司,500-2000人,金融,北京,20k-35k,不限,本科
测试开发工程师,天弘基金管理有限公司,500-2000人,金融,北京,20k-30k,3-5年,不限
高级数据工程师,天弘基金管理有限公司,500-2000人,金融,北京,20k-35k,不限,本科
市场推广岗,天弘基金管理有限公司,500-2000人,金融,北京,18k-25k,3-5年,本科
高级用户运营经理,天弘基金管理有限公司,500-2000人,金融,北京,22k-35k,5-10年,本科
招聘岗,天弘基金管理有限公司,500-2000人,金融,北京,13k-20k,不限,硕士
采购专员,深圳杰一信息科技有限公司,150-500人,电商,深圳,5k-7k,不限,不限
商务专员,深圳杰一信息科技有限公司,150-500人,电商,深圳,4k-6k,1年以下,大专
客服专员,深圳杰一信息科技有限公司,150-500人,电商,深圳,5k-7k,不限,大专
政委,深圳杰一信息科技有限公司,150-500人,电商,深圳,10k-15k,3-5年,本科
物流专员,深圳杰一信息科技有限公司,150-500人,电商,深圳,7k-9k,1-3年,不限
实习生,深圳杰一信息科技有限公司,150-500人,电商,深圳,6k-11k,不限,不限
Java工程师,TCL实业控股股份有限公司,2000人以上,"移动互联网,其他",深圳,12k-18k,应届毕业生,本科
运维经理,TCL实业控股股份有限公司,2000人以上,"移动互联网,其他",深圳,25k-45k,5-10年,本科
行政,深圳坤湛科技有限公司,150-500人,物联网,深圳,5k-10k,1-3年,大专
数据科学家/算法工程师,深圳坤湛科技有限公司,150-500人,物联网,深圳,20k-30k,5-10年,本科
Java设计/开发工程师,深圳坤湛科技有限公司,150-500人,物联网,深圳,15k-25k,5-10年,本科
招聘主管,深圳市慧择时代科技有限公司,500-2000人,"移动互联网,电商",深圳,10k-15k,3-5年,本科
数据开发工程师,深圳坤湛科技有限公司,150-500人,物联网,深圳,20k-35k,5-10年,本科
高级ui设计师,北京拉勾网络技术有限公司,500-2000人,企业服务,北京,15k-30k,3-5年,本科
ka大客户经理,北京拉勾网络技术有限公司,500-2000人,企业服务,北京,20k-35k,3-5年,本科
外包交付经理,北京拉勾网络技术有限公司,500-2000人,企业服务,北京,10k-20k,1-3年,大专
ka大客户经理,北京拉勾网络技术有限公司,500-2000人,企业服务,上海,10k-20k,3-5年,大专
全国rpo顾问总监/猎头团队负责人/城市总监,北京拉勾网络技术有限公司,500-2000人,企业服务,北京,30k-60k,5-10年,本科
猎头bd,北京拉勾网络技术有限公司,500-2000人,企业服务,北京,10k-20k,不限,大专
战略大客户总监/城市总监,北京拉勾网络技术有限公司,500-2000人,企业服务,北京,60k-80k,5-10年,本科
售前工程师,北京拉勾网络技术有限公司,500-2000人,企业服务,北京,10k-20k,1-3年,本科
Android系统开发工程师,TCL实业控股股份有限公司,2000人以上,"移动互联网,其他",深圳,15k-30k,5-10年,不限
高级数据仓库工程师,北京才如大海科技有限公司,2000人以上,金融,北京,25k-50k,3-5年,本科
高级数据库研发工程师 (MJ001348),北京才如大海科技有限公司,2000人以上,金融,北京,30k-60k,3-5年,本科
DBA (MJ001320),北京才如大海科技有限公司,2000人以上,金融,北京,25k-50k,3-5年,本科
高级运维开发工程师,TCL实业控股股份有限公司,2000人以上,"移动互联网,其他",深圳,25k-35k,5-10年,本科
DTV工程师,TCL实业控股股份有限公司,2000人以上,"移动互联网,其他",深圳,16k-28k,3-5年,本科
高级算法工程师,北京才如大海科技有限公司,2000人以上,金融,北京,30k-60k,3-5年,本科
高级数据库研发工程师 (MJ001333),北京才如大海科技有限公司,2000人以上,金融,北京,25k-50k,3-5年,本科
无线工程师,TCL实业控股股份有限公司,2000人以上,"移动互联网,其他",深圳,18k-32k,3-5年,本科
软件leader,TCL实业控股股份有限公司,2000人以上,"移动互联网,其他",深圳,15k-30k,5-10年,本科
自动化测试工程师,TCL实业控股股份有限公司,2000人以上,"移动互联网,其他",深圳,15k-25k,5-10年,本科
Android动效工程师,TCL实业控股股份有限公司,2000人以上,"移动互联网,其他",深圳,15k-30k,5-10年,本科
测试开发工程师,TCL实业控股股份有限公司,2000人以上,"移动互联网,其他",深圳,15k-30k,5-10年,本科
高级JAVA工程师（公共平台） (MJ001272),北京才如大海科技有限公司,2000人以上,金融,北京,25k-50k,3-5年,本科
高级java开发工程师（支付方向）,北京才如大海科技有限公司,2000人以上,金融,北京,25k-50k,5-10年,本科
Java 开发工程师 (MJ001051),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-35k,1-3年,本科
Java 架构师（基础架构） (MJ000904),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,30k-60k,5-10年,本科
高级 Java 开发工程师 (MJ000854),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-40k,3-5年,本科
供应链产品经理 (MJ000643),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,25k-40k,5-10年,本科
高级销售经理-北京 (MJ000551),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,14k-25k,3-5年,不限
高级嵌入式开发工程师 (MJ000775),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",深圳,30k-40k,5-10年,不限
高级销售经理-上海 (MJ000549),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",上海,15k-20k,3-5年,不限
SRE应用运维工程师 (MJ000905),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,15k-30k,3-5年,本科
测试工程师 (MJ000857),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,13k-25k,5-10年,本科
产品运营,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,15k-25k,1-3年,本科
高级 iOS 开发工程师 (MJ000890),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,30k-40k,5-10年,本科
数据开发工程师 (MJ000594),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-40k,3-5年,本科
研发经理 (MJ000990),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,40k-70k,5-10年,不限
数据产品经理 (MJ001043),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,15k-30k,3-5年,本科
内容运营总监,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,45k-70k,10年以上,本科
渗透测试工程师,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,10k-15k,1-3年,本科
前端开发工程师,安徽百得思维信息科技有限公司,2000人以上,其他,武汉,12k-14k,3-5年,本科
产品运营,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,6k-10k,1-3年,本科
C++,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,13k-17k,1-3年,本科
质量管理工程师,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,7k-10k,1-3年,本科
技术支持工程师,安徽百得思维信息科技有限公司,2000人以上,其他,贵阳,7k-10k,3-5年,本科
java开发工程师,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,12k-16k,3-5年,本科
Java,安徽百得思维信息科技有限公司,2000人以上,其他,芜湖,10k-12k,3-5年,本科
产品运营,安徽百得思维信息科技有限公司,2000人以上,其他,武汉,5k-8k,3-5年,本科
web前端,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,8k-11k,1-3年,本科
技术支持工程师,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,8k-11k,3-5年,大专
IOS,安徽百得思维信息科技有限公司,2000人以上,其他,北京,9k-12k,1-3年,本科
产品运营,安徽百得思维信息科技有限公司,2000人以上,其他,乌鲁木齐,6k-9k,1-3年,本科
嵌入式软件开发工程师,安徽百得思维信息科技有限公司,2000人以上,其他,杭州,11k-14k,1-3年,本科
java开发工程师,安徽百得思维信息科技有限公司,2000人以上,其他,商丘,8k-11k,3-5年,本科
日语翻译,上海格米文化传播有限公司,15-50人,"游戏,文娱丨内容",武汉,5k-8k,不限,本科
财务,上海格米文化传播有限公司,15-50人,"游戏,文娱丨内容",上海,5k-6k,1-3年,本科
游戏媒体记者编辑,上海格米文化传播有限公司,15-50人,"游戏,文娱丨内容",武汉,6k-8k,1-3年,本科
前端,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,9k-14k,1-3年,本科
抖音运营,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,5k-8k,1-3年,本科
实施工程师,安徽百得思维信息科技有限公司,2000人以上,其他,武汉,7k-9k,3-5年,本科
运维工程师,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,6k-10k,3-5年,本科
技术支持,安徽百得思维信息科技有限公司,2000人以上,其他,上海,8k-10k,3-5年,本科
产品运营,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,6k-9k,3-5年,本科
技术支持工程师,安徽百得思维信息科技有限公司,2000人以上,其他,阜阳,6k-8k,3-5年,大专
技术支持工程师,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,7k-9k,3-5年,大专
c++开发工程师,安徽百得思维信息科技有限公司,2000人以上,其他,长春,11k-14k,3-5年,大专
产品经理b端,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,10k-15k,1-3年,本科
前端开发工程师,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,10k-15k,3-5年,大专
需求分析师,安徽百得思维信息科技有限公司,2000人以上,其他,合肥,7k-10k,3-5年,本科
java开发工程师（北京）,广州源创信息科技有限公司,50-150人,"电商,企业服务",北京,8k-15k,3-5年,本科
测试经理（广州）,广州源创信息科技有限公司,50-150人,"电商,企业服务",广州,12k-18k,5-10年,本科
java工程师（东亚银行驻场）,广州源创信息科技有限公司,50-150人,"电商,企业服务",上海,12k-16k,3-5年,本科
中级java工程师（深圳）,广州源创信息科技有限公司,50-150人,"电商,企业服务",深圳,12k-18k,3-5年,本科
中高级java开发工程师（北京）,广州源创信息科技有限公司,50-150人,"电商,企业服务",北京,12k-18k,3-5年,本科
H5开发工程师（深圳）,广州源创信息科技有限公司,50-150人,"电商,企业服务",深圳,12k-16k,3-5年,本科
中级java开发工程师（武汉）,广州源创信息科技有限公司,50-150人,"电商,企业服务",武汉,10k-15k,3-5年,本科
java开发工程师（武汉）,广州源创信息科技有限公司,50-150人,"电商,企业服务",武汉,7k-12k,1-3年,本科
产品经理（深圳）,广州源创信息科技有限公司,50-150人,"电商,企业服务",深圳,10k-16k,3-5年,本科
高级java开发工程师（北京）,广州源创信息科技有限公司,50-150人,"电商,企业服务",北京,15k-25k,5-10年,本科
市场项目经理（医疗）,广州源创信息科技有限公司,50-150人,"电商,企业服务",上海,10k-15k,3-5年,本科
java开发工程师（广州）,广州源创信息科技有限公司,50-150人,"电商,企业服务",广州,8k-12k,1-3年,本科
java开发工程师（重庆）,广州源创信息科技有限公司,50-150人,"电商,企业服务",重庆,8k-15k,3-5年,本科
h5前端开发工程师（西安）,广州源创信息科技有限公司,50-150人,"电商,企业服务",西安,8k-12k,1-3年,本科
用户运营专员（医疗）,广州源创信息科技有限公司,50-150人,"电商,企业服务",上海,9k-15k,3-5年,本科
数据分析师 (MJ001000),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,15k-30k,3-5年,本科
高级前端开发工程师 (MJ000918),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-40k,3-5年,本科
内容产品经理 (MJ000848),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,15k-30k,3-5年,本科
研发总监,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,50k-75k,5-10年,本科
工业设计师 (MJ001068),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",深圳,18k-25k,不限,不限
产品经理（食品品类） (MJ001070),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-30k,3-5年,本科
智能硬件算法工程师,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,35k-50k,3-5年,本科
食品QA经理 (MJ001076),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-30k,3-5年,本科
大数据运维工程师,北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-40k,3-5年,本科
Java 开发工程师 (MJ001051),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-35k,1-3年,本科
Java 架构师（基础架构） (MJ000904),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,30k-60k,5-10年,本科
高级 Java 开发工程师 (MJ000854),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-40k,3-5年,本科
供应链产品经理 (MJ000643),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,25k-40k,5-10年,本科
高级销售经理-北京 (MJ000551),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,14k-25k,3-5年,不限
高级嵌入式开发工程师 (MJ000775),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",深圳,30k-40k,5-10年,不限
高级前端开发工程师 (MJ000918),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,20k-40k,3-5年,本科
内容产品经理 (MJ000848),北京卡路里科技有限公司,500-2000人,"社交,文娱丨内容",北京,15k-30k,3-5年,本科
